A,B,Weight
Edmund_Husserl ,Alexandre_Koyr%C3%A9 ,1
Gaston_Bachelard ,Alexandre_Koyr%C3%A9 ,1
Muhammad_ibn_Abd_al-Wahhab ,Abd_al-Aziz_ibn_Abd_Allah_ibn_Baaz ,1
Hubert_Dreyfus ,Tao_Ruspoli ,1
Muhammad_ibn_Abd_al-Wahhab ,Muhammad_ibn_al_Uthaymeen ,1
Edward_Said ,Hamid_Dabashi ,1
Ka%27ab_al-Ahbar ,%60Abd_Allah_ibn_%60Umar ,1
Murray_Rothbard ,Edward_Stringham ,1
Gerald_Cohen ,Michael_Otsuka ,1
Peter_G._Ossorio ,Wynn_Schwartz ,1
John_Bowlby ,Mary_Ainsworth ,1
J%C3%BCrgen_Habermas ,Seyla_Benhabib ,1
Hannah_Arendt ,Seyla_Benhabib ,1
Peter_Kropotkin ,Revolutionary_Insurrectionary_Army_of_Ukraine ,1
H._L._A._Hart ,Leslie_Green_%28philosopher%29 ,1
Wilfrid_Sellars ,James_Conant ,1
Noam_Chomsky ,Howard_Lasnik ,1
Rashid_Ahmad_Gangohi ,Husain_Ahmed_Madani ,1
George_Grant_%28philosopher%29 ,Barry_F._Cooper ,1
P._F._Strawson ,Ramchandra_Gandhi ,1
Ernest_Gellner ,Andrey_Korotayev ,1
F%C3%A9lix_Guattari ,Guy_Hocquenghem ,1
Henri_Bergson ,Vicente_Risco ,1
Ivo_Urban%C4%8Di%C4%8D ,Tine_Hribar ,1
Ibn_Jurayj ,%E2%80%98Abd_ar-Razzaq_as-San%E2%80%98ani ,1
John_D._Caputo ,James_K._A._Smith ,1
Ali_ibn_al-Madini ,Ibrahim_ibn_Ya%27qub_al-Juzajani ,1
Yahya_ibn_Ma%27in ,Ibrahim_ibn_Ya%27qub_al-Juzajani ,1
Peter_Ludlow ,Jason_Stanley ,1
Ren%C3%A9_Descartes ,Jason_Stanley ,1
Philipp_Mainl%C3%A4nder ,Ulrich_Horstmann ,1
Plato ,Neoplatonism ,1
Porphyry_%28philosopher%29 ,Neoplatonism ,1
Paul_Watzlawick ,Psychotherapy ,1
Thomas_Paine ,Abraham_Lincoln ,1
Moritz_Schlick ,Albert_Einstein ,1
Arthur_Schopenhauer ,Albert_Einstein ,1
David_Hume ,Albert_Einstein ,1
Baruch_Spinoza ,Albert_Einstein ,1
Friedrich_Nietzsche ,Albert_Camus ,1
Georg_Wilhelm_Friedrich_Hegel ,Albert_Camus ,1
Jean-Paul_Sartre ,Albert_Camus ,1
Lev_Shestov ,Albert_Camus ,1
Georges_Palante ,Albert_Camus ,1
Edmund_Husserl ,Albert_Camus ,1
S%C3%B8ren_Kierkegaard ,Albert_Camus ,1
Simone_Weil ,Albert_Camus ,1
Simone_de_Beauvoir ,Albert_Camus ,1
Max_Stirner ,Albert_Camus ,1
Karl_Jaspers ,Albert_Camus ,1
Hubert_Dreyfus ,Artificial_intelligence ,1
Johannes_Scotus_Eriugena ,Alain_de_Lille ,1
Aristotle ,Albertus_Magnus ,1
Boethius ,Albertus_Magnus ,1
Thales ,Anaximenes_of_Miletus ,1
Anaximander ,Anaximenes_of_Miletus ,1
Plato ,Cicero ,1
Lucretius ,Cicero ,1
Posidonius ,Cicero ,1
Panaetius ,Cicero ,1
Thomas_Reid ,Charles_Sanders_Peirce ,1
Friedrich_Wilhelm_Joseph_Schelling ,Charles_Sanders_Peirce ,1
Duns_Scotus ,Charles_Sanders_Peirce ,1
Immanuel_Kant ,Charles_Sanders_Peirce ,1
George_Boole ,Charles_Sanders_Peirce ,1
"Victoria,_Lady_Welby ",Charles_Sanders_Peirce ,1
Lev_Shestov ,Czes%C5%82aw_Mi%C5%82osz ,1
Simone_Weil ,Czes%C5%82aw_Mi%C5%82osz ,1
Arthur_Schopenhauer ,Dylan_Thomas ,1
Pythagoras ,Euclid ,1
Gottlob_Frege ,Edmund_Husserl ,1
Franz_Brentano ,Edmund_Husserl ,1
Ren%C3%A9_Descartes ,Edmund_Husserl ,1
Immanuel_Kant ,Edmund_Husserl ,1
Sextus_Empiricus ,Edmund_Husserl ,1
George_Berkeley ,Edmund_Burke ,1
John_Selden ,Edmund_Burke ,1
Montesquieu ,Edmund_Burke ,1
Niccol%C3%B2_Machiavelli ,Edward_Gibbon ,1
Friedrich_Nietzsche ,Franz_Kafka ,1
S%C3%B8ren_Kierkegaard ,Franz_Kafka ,1
Otto_Weininger ,Franz_Kafka ,1
Othmar_Spann ,Friedrich_Hayek ,1
Bernard_Mandeville ,Friedrich_Hayek ,1
Edmund_Burke ,Friedrich_Hayek ,1
Karl_Popper ,Friedrich_Hayek ,1
Alexis_de_Tocqueville ,Friedrich_Hayek ,1
Frank_Fetter ,Friedrich_Hayek ,1
Emerich_de_Vattel ,George_Washington ,1
Jean-Jacques_Rousseau ,Johann_Gottlieb_Fichte ,1
Salomon_Maimon ,Johann_Gottlieb_Fichte ,1
Friedrich_Heinrich_Jacobi ,Johann_Gottlieb_Fichte ,1
Baruch_Spinoza ,Johann_Gottlieb_Fichte ,1
Karl_Leonhard_Reinhold ,Johann_Gottlieb_Fichte ,1
Arthur_Schopenhauer ,Guy_de_Maupassant ,1
Philodemus ,Horace ,1
Friedrich_Nietzsche ,Herbert_Marcuse ,1
Georg_Wilhelm_Friedrich_Hegel ,Herbert_Marcuse ,1
Max_Horkheimer ,Herbert_Marcuse ,1
Karl_Marx ,Herbert_Marcuse ,1
S%C3%B8ren_Kierkegaard ,Henrik_Ibsen ,1
Emanuel_Swedenborg ,Helen_Keller ,1
Giordano_Bruno ,James_Joyce ,1
Maimonides ,James_Joyce ,1
Otto_Weininger ,James_Joyce ,1
George_Berkeley ,John_Stuart_Mill ,1
Plato ,John_Stuart_Mill ,1
Josiah_Warren ,John_Stuart_Mill ,1
David_Hume ,John_Stuart_Mill ,1
Auguste_Comte ,John_Stuart_Mill ,1
Alexis_de_Tocqueville ,John_Stuart_Mill ,1
Epicurus ,John_Stuart_Mill ,1
Jeremy_Bentham ,John_Stuart_Mill ,1
Karl_Marx ,Joseph_Stalin ,1
S%C3%B8ren_Kierkegaard ,John_Updike ,1
Gaetano_Mosca ,Joseph_Schumpeter ,1
Michel_de_Montaigne ,Jean-Jacques_Rousseau ,1
Hugo_Grotius ,Jean-Jacques_Rousseau ,1
Baruch_Spinoza ,Jean-Jacques_Rousseau ,1
Niccol%C3%B2_Machiavelli ,Jean-Jacques_Rousseau ,1
Montesquieu ,Jean-Jacques_Rousseau ,1
David_Hume ,James_Madison ,1
Georg_Wilhelm_Friedrich_Hegel ,J%C3%BCrgen_Habermas ,1
Max_Horkheimer ,J%C3%BCrgen_Habermas ,1
Herbert_Marcuse ,J%C3%BCrgen_Habermas ,1
Theodor_W._Adorno ,J%C3%BCrgen_Habermas ,1
Immanuel_Kant ,J%C3%BCrgen_Habermas ,1
Hannah_Arendt ,J%C3%BCrgen_Habermas ,1
Wilhelm_Dilthey ,J%C3%BCrgen_Habermas ,1
Plotinus ,Julian_the_Apostate ,1
Alexander_Herzen ,Leon_Trotsky ,1
Arthur_Schopenhauer ,Leon_Trotsky ,1
Karl_Marx ,Leon_Trotsky ,1
Friedrich_Engels ,Leon_Trotsky ,1
Thomas_Paine ,Mary_Wollstonecraft ,1
Arthur_Schopenhauer ,Marcel_Proust ,1
Henri_Bergson ,Marcel_Proust ,1
Ferdinand_de_Saussure ,Noam_Chomsky ,1
Antonio_Gramsci ,Noam_Chomsky ,1
David_Hume ,Noam_Chomsky ,1
Karl_Marx ,Noam_Chomsky ,1
Ren%C3%A9_Descartes ,Noam_Chomsky ,1
Bertrand_Russell ,Noam_Chomsky ,1
Immanuel_Kant ,Noam_Chomsky ,1
Willard_Van_Orman_Quine ,Noam_Chomsky ,1
Nelson_Goodman ,Noam_Chomsky ,1
Taha_Hussein ,Naguib_Mahfouz ,1
Friedrich_Nietzsche ,Oswald_Spengler ,1
Georg_Wilhelm_Friedrich_Hegel ,Peter_Singer ,1
Henry_Sidgwick ,Peter_Singer ,1
John_Stuart_Mill ,Peter_Singer ,1
R._M._Hare ,Peter_Singer ,1
Duns_Scotus ,Pope_Alexander_VI ,1
Edmund_Husserl ,Pope_John_Paul_II ,1
Friedrich_Nietzsche ,Peter_Wessel_Zapffe ,1
Arthur_Schopenhauer ,Peter_Wessel_Zapffe ,1
Otto_Weininger ,Robert_Musil ,1
George_Gurdjieff ,Robert_Fripp ,1
Jean-Jacques_Rousseau ,Romanticism ,1
Georg_Wilhelm_Friedrich_Hegel ,Ralph_Waldo_Emerson ,1
Michel_de_Montaigne ,Ralph_Waldo_Emerson ,1
Immanuel_Kant ,Ralph_Waldo_Emerson ,1
Emanuel_Swedenborg ,Ralph_Waldo_Emerson ,1
Ferdinand_de_Saussure ,Roman_Jakobson ,1
Khwaja_Shamsuddin_Azimi ,Sufism ,1
Ahmad_Sirhindi ,Sufism ,1
Muhammad_Hamidullah ,Sharia ,1
Zhuangzi ,Taoism ,1
Lucretius ,Virgil ,1
Philodemus ,Virgil ,1
Emanuel_Swedenborg ,William_Blake ,1
Joseph_Butler____1 ,William_Paley ,1
Rudolf_Steiner ,Wassily_Kandinsky ,1
Lucretius ,Epicureanism ,1
Philodemus ,Epicureanism ,1
Johannes_Scotus_Eriugena ,Berengar_of_Tours ,1
Jan_Hus ,John_Wesley ,1
Herbert_Spencer ,Jack_London ,1
Sextus_Empiricus ,Michel_de_Montaigne ,1
Noam_Chomsky ,Steven_Pinker ,1
Edmund_Burke ,Robert_Peel ,1
Herbert_Spencer ,Alfred_Marshall ,1
Friedrich_Nietzsche ,Michel_Foucault ,1
Ferdinand_de_Saussure ,Michel_Foucault ,1
Jean-Paul_Sartre ,Michel_Foucault ,1
Louis_Althusser ,Michel_Foucault ,1
Claude_L%C3%A9vi-Strauss ,Michel_Foucault ,1
Georges_Bataille ,Michel_Foucault ,1
Gilles_Deleuze ,Michel_Foucault ,1
Karl_Marx ,Michel_Foucault ,1
Maurice_Merleau-Ponty ,Michel_Foucault ,1
Epicurus ,Michel_Foucault ,1
Immanuel_Kant ,Michel_Foucault ,1
Roland_Barthes ,Michel_Foucault ,1
J._L._Austin ,Michel_Foucault ,1
Gaston_Bachelard ,Michel_Foucault ,1
Noam_Chomsky ,Hugo_Ch%C3%A1vez ,1
S%C3%B8ren_Kierkegaard ,August_Strindberg ,1
Otto_Weininger ,August_Strindberg ,1
Emanuel_Swedenborg ,August_Strindberg ,1
Noam_Chomsky ,Robert_Fisk ,1
Edward_Said ,Robert_Fisk ,1
Posidonius ,Strabo ,1
Georg_Wilhelm_Friedrich_Hegel ,Andr%C3%A9_Breton ,1
Georg_Wilhelm_Friedrich_Hegel ,Mikhail_Bakunin ,1
Pierre-Joseph_Proudhon ,Mikhail_Bakunin ,1
Jean-Jacques_Rousseau ,Mikhail_Bakunin ,1
Karl_Marx ,Mikhail_Bakunin ,1
Ludwig_Feuerbach ,Mikhail_Bakunin ,1
Arthur_Schopenhauer ,Joris-Karl_Huysmans ,1
Francisco_Su%C3%A1rez ,Hugo_Grotius ,1
Georg_Wilhelm_Friedrich_Hegel ,Bruno_Bauer ,1
Stanley_Cavell ,Terrence_Malick ,1
Hans_Vaihinger ,Alfred_Adler ,1
Friedrich_Adolf_Trendelenburg ,Franz_Brentano ,1
Thomas_Reid ,Alvin_Plantinga ,1
Thomas_Reid ,William_James ,1
African_Spir ,William_James ,1
John_Stuart_Mill ,William_James ,1
George_Santayana ,William_James ,1
David_Hume ,William_James ,1
David_Hartley_%28philosopher%29 ,William_James ,1
Christoph_von_Sigwart ,William_James ,1
Charles_Bernard_Renouvier ,William_James ,1
Hermann_Lotze ,William_James ,1
Ferdinand_Canning_Scott_Schiller ,William_James ,1
Plotinus ,Bonaventure ,1
Anselm_of_Canterbury____1 ,Bonaventure ,1
Hugo_Grotius ,Scottish_Enlightenment ,1
Antonio_Gramsci ,Eric_Hobsbawm ,1
Posidonius ,Diodorus_Siculus ,1
Epictetus ,Arrian ,1
Herbert_Marcuse ,John_Zerzan ,1
Ivan_Illich ,John_Zerzan ,1
Gaston_Bachelard ,Pierre_Bourdieu ,1
Josiah_Warren ,Stephen_Pearl_Andrews ,1
Henri_Bourassa ,Lionel_Groulx ,1
Democritus ,Pyrrho ,1
Hubert_Dreyfus ,John_Searle ,1
Immanuel_Kant ,John_Searle ,1
J._L._Austin ,John_Searle ,1
Gilbert_Ryle ,John_Searle ,1
Georges_Sorel ,Benito_Mussolini ,1
Giovanni_Gentile ,Benito_Mussolini ,1
Arthur_Schopenhauer ,Ettore_Majorana ,1
Jean-Paul_Sartre ,Joss_Whedon ,1
Thomas_Hobbes ,Joseph_Butler ,1
Francis_Hutcheson_%28philosopher%29 ,Joseph_Butler ,1
Baruch_Spinoza ,Abraham_Isaac_Kook ,1
Joseph_de_Maistre ,Pat_Buchanan ,1
Maine_de_Biran ,F%C3%A9lix_Ravaisson-Mollien ,1
Thomas_Paine ,Robert_G._Ingersoll ,1
Leo_Strauss ,Andrew_Sullivan ,1
Michael_Oakeshott ,Andrew_Sullivan ,1
Friedrich_Heinrich_Jacobi ,Jakob_Friedrich_Fries ,1
Rudolf_Steiner ,Joseph_Beuys ,1
Friedrich_Nietzsche ,George_Santayana ,1
William_James ,George_Santayana ,1
Arthur_Schopenhauer ,George_Santayana ,1
Democritus ,George_Santayana ,1
Lucretius ,George_Santayana ,1
Baruch_Spinoza ,George_Santayana ,1
Hugo_Grotius ,Samuel_von_Pufendorf ,1
John_Selden ,Samuel_von_Pufendorf ,1
Leo_Strauss ,Eric_Voegelin ,1
Othmar_Spann ,Eric_Voegelin ,1
Hans_Jonas ,Eric_Voegelin ,1
Henri_Bergson ,Eric_Voegelin ,1
Arthur_Schopenhauer ,Mihai_Eminescu ,1
Claude_Adrien_Helv%C3%A9tius ,Cesare_Beccaria ,1
Averroes ,Siger_of_Brabant ,1
Epicurus ,Pierre_Gassendi ,1
Hugo_Grotius ,John_Selden ,1
African_Spir ,Gerardus_Heymans ,1
Friedrich_Nietzsche ,Georges_Bataille ,1
Georg_Wilhelm_Friedrich_Hegel ,Georges_Bataille ,1
Lev_Shestov ,Georges_Bataille ,1
Edmund_Burke ,Joseph_de_Maistre ,1
George_Gurdjieff ,Thomas_de_Hartmann ,1
George_Gurdjieff ,John_G._Bennett ,1
Joseph_de_Maistre ,Charles_Maurras ,1
Auguste_Comte ,Charles_Maurras ,1
Hannah_Arendt ,Alain_Finkielkraut ,1
Otto_Neurath ,Vienna_Circle ,1
Hans_Reichenbach ,Vienna_Circle ,1
Kurt_Grelling ,Vienna_Circle ,1
Moritz_Schlick ,Vienna_Circle ,1
John_Stuart_Mill ,Christopher_Hitchens ,1
Noam_Chomsky ,Christopher_Hitchens ,1
Thomas_Paine ,Christopher_Hitchens ,1
Edward_Said ,Christopher_Hitchens ,1
Gottfried_Leibniz ,Lyndon_LaRouche ,1
Victor_Prosper_Considerant ,Charles_Fourier ,1
Alfred_North_Whitehead ,Terence_McKenna ,1
Marshall_McLuhan ,Terence_McKenna ,1
A._J._Ayer ,P._F._Strawson ,1
Immanuel_Kant ,P._F._Strawson ,1
Cheng_Yi_%28philosopher%29 ,Zhu_Xi ,1
Zhou_Dunyi ,Zhu_Xi ,1
Auguste_Comte ,Herbert_Spencer ,1
Murray_Rothbard ,Lew_Rockwell ,1
Otto_Weininger ,Giorgio_de_Chirico ,1
Terence_McKenna ,Clifford_A._Pickover ,1
Hisham_ibn_Urwah ,Malik_ibn_Anas ,1
Cornelius_Castoriadis ,Daniel_Cohn-Bendit ,1
Johannes_Scotus_Eriugena ,Nicholas_of_Cusa ,1
Meister_Eckhart ,Nicholas_of_Cusa ,1
Pseudo-Dionysius_the_Areopagite ,Nicholas_of_Cusa ,1
Proclus ,Nicholas_of_Cusa ,1
Albertus_Magnus____1 ,Nicholas_of_Cusa ,1
Bonaventure____1 ,Nicholas_of_Cusa ,1
Christian_Wolff_%28philosopher%29 ,Alexander_Gottlieb_Baumgarten ,1
Hilary_Putnam ,Donald_Davidson_%28philosopher%29 ,1
Baruch_Spinoza ,Donald_Davidson_%28philosopher%29 ,1
Willard_Van_Orman_Quine ,Donald_Davidson_%28philosopher%29 ,1
Gottlob_Frege ,Michael_Dummett ,1
Strato_of_Lampsacus ,Pierre_Bayle ,1
R._Radhakrishnan ,Gayatri_Chakravorty_Spivak ,1
Edward_Said ,Gayatri_Chakravorty_Spivak ,1
Jean-Paul_Sartre ,R._D._Laing ,1
John_Zerzan ,World_Trade_Organization_Ministerial_Conference_of_1999_protest_activity ,1
John_Stuart_Mill ,Paul_Krugman ,1
%C3%89tienne_Balibar ,Jacques_Ranci%C3%A8re ,1
Muhammad_Husayn_Tabatabaei ,Mohammad_Beheshti ,1
African_Spir ,Max_M%C3%BCller ,1
Confucius ,Neo-Confucianism ,1
Hubert_Dreyfus ,John_Haugeland ,1
Friedrich_Albert_Lange ,Eduard_Bernstein ,1
Friedrich_Nietzsche ,Muhammad_Iqbal ,1
Thomas_Walker_Arnold ,Muhammad_Iqbal ,1
Ahmad_Sirhindi ,Muhammad_Iqbal ,1
Bayazid_Bastami ,Muhammad_Iqbal ,1
Henri_Bergson ,Muhammad_Iqbal ,1
Desiderius_Erasmus ,Martin_Luther ,1
Duns_Scotus ,Martin_Luther ,1
Jan_Hus ,Martin_Luther ,1
Arthur_Schopenhauer ,Robinson_Jeffers ,1
Ludwig_Feuerbach ,Leconte_de_Lisle ,1
Georg_Wilhelm_Friedrich_Hegel ,Vladimir_Lenin ,1
Alexander_Herzen ,Vladimir_Lenin ,1
Karl_Marx ,Vladimir_Lenin ,1
Friedrich_Engels ,Vladimir_Lenin ,1
Joseph_Dietzgen ,Vladimir_Lenin ,1
Adam_Smith ,Manuel_Belgrano ,1
Otto_Weininger ,J%C3%B6rg_Lanz_von_Liebenfels ,1
Alexius_Meinong ,Roderick_Chisholm ,1
Clarence_Irving_Lewis ,Roderick_Chisholm ,1
Friedrich_Wilhelm_Joseph_Schelling ,Paul_Tillich ,1
Johann_Gottlieb_Fichte ,Paul_Tillich ,1
Friedrich_Schleiermacher ,Paul_Tillich ,1
S%C3%B8ren_Kierkegaard ,Paul_Tillich ,1
Martin_Buber ,Paul_Tillich ,1
Hilary_Putnam ,David_Marr_%28neuroscientist%29 ,1
Petr_Chel%C4%8Dick%C3%BD ,Unity_of_the_Brethren ,1
Noam_Chomsky ,Jerry_Fodor ,1
David_Hume ,Jerry_Fodor ,1
Hilary_Putnam ,Jerry_Fodor ,1
Nelson_Goodman ,Jerry_Fodor ,1
David_Hume ,Simon_Blackburn ,1
George_Grant_%28philosopher%29 ,James_Laxer ,1
Herbert_Blumer ,Anselm_Strauss ,1
Georg_Wilhelm_Friedrich_Hegel ,J%C3%BCrgen_Moltmann ,1
Ernst_Bloch ,J%C3%BCrgen_Moltmann ,1
Christoph_von_Sigwart ,Bernard_Bosanquet_%28philosopher%29 ,1
Giovanni_Gentile ,Bernard_Bosanquet_%28philosopher%29 ,1
Roy_Johnston ,Tom%C3%A1s_Mac_Giolla ,1
Paul_Ric%C5%93ur ,John_D._Caputo ,1
Gianni_Vattimo ,John_D._Caputo ,1
Murray_Rothbard ,Gene_Callahan_%28economist%29 ,1
Hermann_Lotze ,Josiah_Royce ,1
Jean-Jacques_Rousseau ,Counter-Enlightenment ,1
Friedrich_Schleiermacher ,Rudolf_Bultmann ,1
Antonio_Gramsci ,Palmiro_Togliatti ,1
Leo_Strauss ,George_Grant_%28philosopher%29 ,1
Herbert_Spencer ,William_Graham_Sumner ,1
Noam_Chomsky ,Jean_Bricmont ,1
Jules_Vuillemin ,Jean_Bricmont ,1
Wilhelm_Dilthey ,Mikhail_Bakhtin ,1
Xavier_Zubiri ,Ignacio_Ellacur%C3%ADa ,1
John_Grinder ,Robert_Dilts ,1
Qamaruzzaman_Azmi ,Sunni_Dawat-e-Islami ,1
Lev_Shestov ,Sergei_Bulgakov ,1
Vladimir_Solovyov_%28philosopher%29 ,Sergei_Bulgakov ,1
Confucius ,Xun_Zi ,1
Arthur_Schopenhauer ,Philipp_Mainl%C3%A4nder ,1
Antonio_Gramsci ,Paulo_Freire ,1
Max_Horkheimer ,Axel_Honneth ,1
Charles_Taylor_%28philosopher%29 ,Axel_Honneth ,1
Richard_McKeon ,Wayne_C._Booth ,1
Jean-Paul_Sartre ,Michael_Jackson_%28anthropologist%29 ,1
William_James ,Michael_Jackson_%28anthropologist%29 ,1
Hannah_Arendt ,Michael_Jackson_%28anthropologist%29 ,1
Helena_Roerich ,Ivan_Yefremov ,1
Abu_Zayd_al-Balkhi ,Joseph_Wolpe ,1
Antonio_Gramsci ,Zygmunt_Bauman ,1
Kazi_Nazrul_Islam ,Bangladesh_Liberation_War ,1
Max_Stirner ,Herbert_Read ,1
Muhammad_Husayn_Tabatabaei ,Naser_Makarem_Shirazi ,1
R._M._Hare ,Brad_Hooker ,1
Antonio_Gramsci ,Michael_Parenti ,1
Louis_Althusser ,%C3%89tienne_Balibar ,1
Jean-Paul_Sartre ,Alain_Badiou ,1
George_Gurdjieff ,James_Moore_%28Cornish_author%29 ,1
Murray_Rothbard ,Robert_Higgs ,1
Georg_Wilhelm_Friedrich_Hegel ,Benedetto_Croce ,1
Jean-Jacques_Rousseau ,Benedetto_Croce ,1
Antonio_Labriola ,Benedetto_Croce ,1
Giovanni_Gentile ,Benedetto_Croce ,1
Helena_Roerich ,Yuli_Mikhailovich_Vorontsov ,1
Gaston_Bachelard ,Georges_Canguilhem ,1
Henry_Corbin ,Harold_Bloom ,1
Hermann_Lotze ,Borden_Parker_Bowne ,1
Ernest_Gellner ,Joseph_Agassi ,1
Rudolf_Steiner ,Peter_Deunov ,1
Noam_Chomsky ,Ray_Jackendoff ,1
Othmar_Spann ,Oskar_Morgenstern ,1
Edmund_Husserl ,Adolf_Reinach ,1
Ernest_Gellner ,Edmund_Leach ,1
Marshall_McLuhan ,Walter_J._Ong ,1
Georg_Wilhelm_Friedrich_Hegel ,John_O%27Donohue ,1
John_Stuart_Mill ,Will_Kymlicka ,1
Gerald_Cohen ,Will_Kymlicka ,1
Svetozar_Markovi%C4%87 ,Nikola_Pa%C5%A1i%C4%87 ,1
Noam_Chomsky ,Peter_Ludlow ,1
Imre_Lakatos ,Jean-Claude_Milner ,1
Edmund_Husserl ,Jan_Pato%C4%8Dka ,1
Simone_de_Beauvoir ,Germaine_Greer ,1
R._Radhakrishnan ,David_Harvey ,1
John_Stuart_Mill ,Carlos_Vaz_Ferreira ,1
Herbert_Spencer ,Carlos_Vaz_Ferreira ,1
Ren%C3%A9_Gu%C3%A9non ,Huston_Smith ,1
Leo_Strauss ,John_P._Walters ,1
Jean-Jacques_Rousseau ,Juan_Jos%C3%A9_Castelli ,1
Leonard_Peikoff ,David_Kelley ,1
Edmund_Burke ,Roger_Scruton ,1
Franz_Brentano ,Kazimierz_Twardowski ,1
Maine_de_Biran ,Pierre_Janet ,1
Lev_Shestov ,Lucien_L%C3%A9vy-Bruhl ,1
Abul_Ala_Maududi ,Syed_Ali_Shah_Geelani ,1
Arthur_Schopenhauer ,John_N._Gray ,1
Leo_Strauss ,Stanley_Rosen ,1
Pseudo-Dionysius_the_Areopagite ,Meister_Eckhart ,1
Albertus_Magnus____1 ,Meister_Eckhart ,1
Murray_Rothbard ,Stephan_Kinsella ,1
George_Grant_%28philosopher%29 ,William_Christian_%28Canadian_political_scientist%29 ,1
Sextus_Empiricus ,Nassim_Nicholas_Taleb ,1
Josiah_Royce ,Henry_M._Sheffer ,1
Gy%C3%B6rgy_Luk%C3%A1cs ,Lucien_Goldmann ,1
Xenocrates ,Polemon_%28scholarch%29 ,1
Jacques_Ranci%C3%A8re ,Simon_Critchley ,1
Alain_Badiou ,Simon_Critchley ,1
Karl_Marx ,Michael_Taussig ,1
Ren%C3%A9_Descartes ,L%C3%A9on_Brunschvicg ,1
Kazi_Nazrul_Islam ,Bengali_Language_Movement ,1
William_Wollaston ,John_Conybeare ,1
Cornelius_Castoriadis ,Claude_Lefort ,1
Maurice_Merleau-Ponty ,Claude_Lefort ,1
Hannah_Arendt ,Claude_Lefort ,1
Henry_Corbin ,James_Hillman ,1
Crates_of_Thebes ,Hipparchia_of_Maroneia ,1
Euclid_of_Megara ,Stilpo ,1
William_Lane_Craig ,J._P._Moreland ,1
